Time,Channel A,Channel B
-9.58157373,204.90130000,1.00424200
-9.57901373,213.81270000,1.00424200
-9.57645373,218.26840000,1.00424200
-9.57389373,218.26840000,1.00424200
-9.57133373,227.17980000,1.00424200
-9.56877373,213.81270000,1.00424200
-9.56621373,200.44560000,1.00424200
-9.56365373,200.44560000,1.00424200
-9.56109373,209.35700000,1.00424200
-9.55853373,213.81270000,1.00424200
-9.55597373,218.26840000,1.00424200
-9.55341373,209.35700000,1.00424200
-9.55085373,191.54940000,1.00424200
-9.54829373,200.44560000,1.00424200
-9.54573373,200.44560000,1.00424200
-9.54317373,209.35700000,1.00424200
-9.54061373,209.35700000,1.00424200
-9.53805373,200.44560000,0.98629720
-9.53549373,191.54940000,1.00424200
-9.53293373,191.54940000,1.00424200
-9.53037373,200.44560000,1.00424200
-9.52781373,209.35700000,1.00424200
-9.52525373,209.35700000,1.00424200
-9.52269373,191.54940000,1.00424200
-9.52013373,182.63800000,1.00424200
-9.51757373,191.54940000,1.00424200
-9.51501373,196.00510000,1.00424200
-9.51245373,204.90130000,1.00424200
-9.50989373,196.00510000,1.00424200
-9.50733373,182.63800000,1.00424200
-9.50477373,178.18230000,1.00424200
-9.50221373,191.54940000,1.00424200
-9.49965373,196.00510000,1.00424200
-9.49709373,200.44560000,1.00424200
-9.49453373,178.18230000,1.00424200
-9.49197373,164.81520000,1.00424200
-9.48941373,182.63800000,1.00424200
-9.48685373,187.09370000,1.00424200
-9.48429373,196.00510000,1.00424200
-9.48173373,178.18230000,1.00424200
-9.47917373,164.81520000,1.00424200
-9.47661373,173.72660000,1.00424200
-9.47405373,187.09370000,1.00424200
-9.47149373,196.00510000,1.00424200
-9.46893373,178.18230000,1.00424200
-9.46637373,160.35950000,1.00424200
-9.46381373,164.81520000,1.00424200
-9.46125373,182.63800000,1.00424200
-9.45869373,191.54940000,1.00424200
-9.45613373,173.72660000,1.00424200
-9.45357373,160.35950000,1.00424200
-9.45101373,164.81520000,1.00424200
-9.44845373,187.09370000,1.00424200
-9.44589373,191.54940000,1.00424200
-9.44333373,169.27090000,1.00424200
-9.44077373,151.46330000,1.00424200
-9.43821373,173.72660000,1.00424200
-9.43565373,187.09370000,1.00424200
-9.43309373,191.54940000,1.00424200
-9.43053373,160.35950000,1.00424200
-9.42797373,155.90380000,1.00424200
-9.42541373,173.72660000,1.00424200
-9.42285373,187.09370000,1.00424200
-9.42029373,182.63800000,1.00424200
-9.41773373,151.46330000,1.00424200
-9.41517373,155.90380000,1.00424200
-9.41261373,169.27090000,1.00424200
-9.41005373,182.63800000,1.00424200
-9.40749373,173.72660000,1.00424200
-9.40493373,147.00760000,1.00424200
-9.40237373,155.90380000,1.00424200
-9.39981373,164.81520000,1.00424200
-9.39725373,182.63800000,1.00424200
-9.39469373,164.81520000,1.00424200
-9.39213373,147.00760000,1.00424200
-9.38957373,151.46330000,1.00424200
-9.38701373,169.27090000,1.00424200
-9.38445373,182.63800000,1.00424200
-9.38189373,155.90380000,0.98629720
-9.37933373,142.55200000,1.00424200
-9.37677373,151.46330000,1.00424200
-9.37421373,169.27090000,1.00424200
-9.37165373,173.72660000,1.00424200
-9.36909373,155.90380000,1.00424200
-9.36653373,138.09630000,1.00424200
-9.36397373,155.90380000,1.00424200
-9.36141373,169.27090000,1.00424200
-9.35885373,169.27090000,1.00424200
-9.35629373,147.00760000,1.00424200
-9.35373373,138.09630000,1.00424200
-9.35117373,155.90380000,1.00424200
-9.34861373,164.81520000,1.00424200
-9.34605373,164.81520000,1.00424200
-9.34349373,138.09630000,1.00424200
-9.34093373,133.64050000,1.00424200
-9.33837373,151.46330000,1.00424200
-9.33581373,164.81520000,0.98629720
-9.33325373,160.35950000,1.00424200
-9.33069373,129.18480000,1.00424200
-9.32813373,133.64050000,1.00424200
-9.32557373,147.00760000,1.00424200
-9.32301373,160.35950000,1.00424200
-9.32045373,151.46330000,1.00424200
-9.31789373,124.72910000,1.00424200
-9.31533373,133.64050000,1.00424200
-9.31277373,147.00760000,1.00424200
-9.31021373,160.35950000,1.00424200
-9.30765373,142.55200000,0.98629720
-9.30509373,120.27340000,1.00424200
-9.30253373,124.72910000,1.00424200
-9.29997373,142.55200000,1.00424200
-9.29741373,155.90380000,1.00424200
-9.29485373,133.64050000,1.00424200
-9.29229373,120.27340000,1.00424200
-9.28973373,129.18480000,1.00424200
-9.28717373,147.00760000,1.00424200
-9.28461373,151.46330000,1.00424200
-9.28205373,133.64050000,1.00424200
-9.27949373,120.27340000,1.00424200
-9.27693373,124.72910000,1.00424200
-9.27437373,142.55200000,1.00424200
-9.27181373,147.00760000,1.00424200
-9.26925373,124.72910000,1.00424200
-9.26669373,106.90630000,1.00424200
-9.26413373,124.72910000,1.00424200
-9.26157373,142.55200000,1.00424200
-9.25901373,147.00760000,1.00424200
-9.25645373,120.27340000,1.00424200
-9.25389373,111.36200000,1.00424200
-9.25133373,129.18480000,1.00424200
-9.24877373,138.09630000,1.00424200
-9.24621373,142.55200000,1.00424200
-9.24365373,111.36200000,1.00424200
-9.24109373,111.36200000,1.00424200
-9.23853373,124.72910000,1.00424200
-9.23597373,142.55200000,1.00424200
-9.23341373,138.09630000,1.00424200
-9.23085373,106.90630000,1.00424200
-9.22829373,111.36200000,1.00424200
-9.22573373,124.72910000,1.00424200
-9.22317373,142.55200000,1.00424200
-9.22061373,124.72910000,1.00424200
-9.21805373,106.90630000,1.00424200
-9.21549373,111.36200000,1.00424200
-9.21293373,129.18480000,1.00424200
-9.21037373,142.55200000,1.00424200
-9.20781373,115.81770000,1.00424200
-9.20525373,102.46590000,1.00424200
-9.20269373,115.81770000,1.00424200
-9.20013373,138.09630000,1.00424200
-9.19757373,138.09630000,1.00424200
-9.19501373,115.81770000,1.00424200
-9.19245373,106.90630000,1.00424200
-9.18989373,120.27340000,1.00424200
-9.18733373,138.09630000,1.00424200
-9.18477373,138.09630000,1.00424200
-9.18221373,115.81770000,1.00424200
-9.17965373,102.46590000,1.00424200
-9.17709373,120.27340000,1.00424200
-9.17453373,133.64050000,1.00424200
-9.17197373,133.64050000,1.00424200
-9.16941373,106.90630000,1.00424200
-9.16685373,102.46590000,1.00424200
-9.16429374,120.27340000,1.00424200
-9.16173374,129.18480000,0.98629720
-9.15917374,124.72910000,1.00424200
-9.15661374,102.46590000,1.00424200
-9.15405374,106.90630000,1.00424200
-9.15149374,120.27340000,1.00424200
-9.14893374,129.18480000,0.98629720
-9.14637374,124.72910000,1.00424200
-9.14381374,93.55448000,1.00424200
-9.14125374,106.90630000,1.00424200
-9.13869374,124.72910000,1.00424200
-9.13613374,138.09630000,1.00424200
-9.13357374,115.81770000,1.00424200
-9.13101374,98.01019000,1.00424200
-9.12845374,106.90630000,1.00424200
-9.12589374,124.72910000,0.98629720
-9.12333374,133.64050000,1.00424200
-9.12077374,102.46590000,1.00424200
-9.11821374,93.55448000,1.00424200
-9.11565374,106.90630000,0.98629720
-9.11309374,124.72910000,1.00424200
-9.11053374,124.72910000,1.00424200
-9.10797374,98.01019000,1.00424200
-9.10541374,98.01019000,1.00424200
-9.10285374,111.36200000,1.00424200
-9.10029374,129.18480000,1.00424200
-9.09773374,115.81770000,0.98629720
-9.09517374,93.55448000,1.00424200
-9.09261374,102.46590000,1.00424200
-9.09005374,115.81770000,0.98629720
-9.08749374,129.18480000,1.00424200
-9.08493374,111.36200000,1.00424200
-9.08237374,93.55448000,1.00424200
-9.07981374,93.55448000,1.00424200
-9.07725374,120.27340000,1.00424200
-9.07469374,124.72910000,1.00424200
-9.07213374,102.46590000,1.00424200
-9.06957374,84.64308000,1.00424200
-9.06701374,102.46590000,1.00424200
-9.06445374,115.81770000,1.00424200
-9.06189374,120.27340000,1.00424200
-9.05933374,98.01019000,1.00424200
-9.05677374,84.64308000,0.98629720
-9.05421374,102.46590000,1.00424200
-9.05165374,115.81770000,1.00424200
-9.04909374,120.27340000,1.00424200
-9.04653374,84.64308000,0.98629720
-9.04397374,84.64308000,1.00424200
-9.04141374,102.46590000,1.00424200
-9.03885374,115.81770000,1.00424200
-9.03629374,111.36200000,0.98629720
-9.03373374,84.64308000,0.98629720
-9.03117374,84.64308000,1.00424200
-9.02861374,102.46590000,1.00424200
-9.02605374,115.81770000,1.00424200
-9.02349374,102.46590000,1.00424200
-9.02093374,75.73167000,1.00424200
-9.01837374,84.64308000,1.00424200
-9.01581374,98.01019000,1.00424200
-9.01325374,111.36200000,1.00424200
-9.01069374,93.55448000,1.00424200
-9.00813374,75.73167000,1.00424200
-9.00557374,80.18738000,1.00424200
-9.00301374,102.46590000,1.00424200
-9.00045374,106.90630000,0.98629720
-8.99789374,89.09879000,0.98629720
-8.99533374,75.73167000,1.00424200
-8.99277374,84.64308000,1.00424200
-8.99021374,102.46590000,1.00424200
-8.98765374,106.90630000,1.00424200
-8.98509374,89.09879000,0.98629720
-8.98253374,71.27598000,1.00424200
-8.97997374,84.64308000,1.00424200
-8.97741374,102.46590000,1.00424200
-8.97485374,102.46590000,1.00424200
-8.97229374,80.18738000,1.00424200
-8.96973374,66.82027000,0.98629720
-8.96717374,89.09879000,1.00424200
-8.96461374,98.01019000,1.00424200
-8.96205374,102.46590000,1.00424200
-8.95949374,71.27598000,0.98629720
-8.95693374,71.27598000,1.00424200
-8.95437374,89.09879000,1.00424200
-8.95181374,102.46590000,1.00424200
-8.94925374,98.01019000,1.00424200
-8.94669374,71.27598000,0.98629720
-8.94413374,66.82027000,1.00424200
-8.94157374,84.64308000,1.00424200
-8.93901374,102.46590000,1.00424200
-8.93645374,93.55448000,1.00424200
-8.93389374,66.82027000,0.98629720
-8.93133374,71.27598000,1.00424200
-8.92877374,84.64308000,1.00424200
-8.92621374,98.01019000,1.00424200
-8.92365374,93.55448000,1.00424200
-8.92109374,75.73167000,1.00424200
-8.91853374,66.82027000,1.00424200
-8.91597374,80.18738000,1.00424200
-8.91341374,89.09879000,1.00424200
-8.91085374,93.55448000,1.00424200
-8.90829374,71.27598000,0.98629720
-8.90573374,66.82027000,1.00424200
-8.90317374,80.18738000,1.00424200
-8.90061374,93.55448000,1.00424200
-8.89805374,98.01019000,1.00424200
-8.89549374,71.27598000,1.00424200
-8.89293374,66.82027000,1.00424200
-8.89037374,80.18738000,1.00424200
-8.88781374,93.55448000,1.00424200
-8.88525374,93.55448000,1.00424200
-8.88269374,66.82027000,1.00424200
-8.88013374,66.82027000,0.98629720
-8.87757374,75.73167000,1.00424200
-8.87501374,93.55448000,1.00424200
-8.87245374,89.09879000,0.98629720
-8.86989374,66.82027000,1.00424200
-8.86733374,66.82027000,1.00424200
-8.86477374,80.18738000,1.00424200
-8.86221374,93.55448000,1.00424200
-8.85965374,84.64308000,1.00424200
-8.85709374,62.36457000,1.00424200
-8.85453374,62.36457000,1.00424200
-8.85197374,80.18738000,1.00424200
-8.84941374,93.55448000,0.98629720
-8.84685374,84.64308000,0.98629720
-8.84429374,62.36457000,0.98629720
-8.84173374,66.82027000,1.00424200
-8.83917374,84.64308000,1.00424200
-8.83661374,84.64308000,0.98629720
-8.83405374,84.64308000,0.98629720
-8.83149374,75.73167000,0.98629720
-8.82893374,66.82027000,0.98629720
-8.82637374,66.82027000,0.98629720
-8.82381374,75.73167000,1.00424200
-8.82125374,84.64308000,1.00424200
-8.81869374,80.18738000,0.98629720
-8.81613374,84.64308000,1.00424200
-8.81357374,57.90887000,1.00424200
-8.81101374,66.82027000,1.00424200
-8.80845374,71.27598000,1.00424200
-8.80589374,84.64308000,1.00424200
-8.80333374,84.64308000,1.00424200
-8.80077374,75.73167000,0.98629720
-8.79821374,62.36457000,0.98629720
-8.79565374,62.36457000,1.00424200
-8.79309374,71.27598000,0.98629720
-8.79053374,84.64308000,0.98629720
-8.78797374,75.73167000,0.98629720
-8.78541374,53.46843000,1.00424200
-8.78285374,57.90887000,0.98629720
-8.78029374,80.18738000,1.00424200
-8.77773374,75.73167000,1.00424200
-8.77517374,75.73167000,1.00424200
-8.77261374,62.36457000,0.98629720
-8.77005374,57.90887000,0.98629720
-8.76749374,62.36457000,0.98629720
-8.76493374,71.27598000,1.00424200
-8.76237374,80.18738000,1.00424200
-8.75981374,66.82027000,0.98629720
-8.75725374,53.46843000,0.98629720
-8.75469374,57.90887000,1.00424200
-8.75213374,75.73167000,1.00424200
-8.74957374,80.18738000,1.00424200
-8.74701374,71.27598000,1.00424200
-8.74445374,49.01273000,0.98629720
-8.74189374,57.90887000,1.00424200
-8.73933374,71.27598000,1.00424200
-8.73677374,75.73167000,0.98629720
-8.73421374,75.73167000,1.00424200
-8.73165374,49.01273000,1.00424200
-8.72909374,53.46843000,1.00424200
-8.72653374,66.82027000,1.00424200
-8.72397374,75.73167000,1.00424200
-8.72141374,71.27598000,1.00424200
-8.71885374,66.82027000,1.00424200
-8.71629374,53.46843000,1.00424200
-8.71373374,57.90887000,1.00424200
-8.71117374,66.82027000,1.00424200
-8.70861374,75.73167000,0.98629720
-8.70605374,71.27598000,0.98629720
-8.70349374,49.01273000,1.00424200
-8.70093374,53.46843000,1.00424200
-8.69837374,66.82027000,1.00424200
-8.69581374,75.73167000,0.98629720
-8.69325374,71.27598000,1.00424200
-8.69069374,49.01273000,0.98629720
-8.68813374,49.01273000,0.98629720
-8.68557374,66.82027000,0.98629720
-8.68301374,75.73167000,1.00424200
-8.68045374,75.73167000,0.98629720
-8.67789374,53.46843000,1.00424200
-8.67533374,49.01273000,0.98629720
-8.67277374,57.90887000,0.98629720
-8.67021374,75.73167000,1.00424200
-8.66765374,71.27598000,0.98629720
-8.66509374,53.46843000,1.00424200
-8.66253374,44.55702000,0.98629720
-8.65997374,62.36457000,0.98629720
-8.65741374,71.27598000,0.98629720
-8.65485374,75.73167000,0.98629720
-8.65229374,57.90887000,1.00424200
-8.64973374,49.01273000,1.00424200
-8.64717374,62.36457000,1.00424200
-8.64461374,71.27598000,0.98629720
-8.64205374,75.73167000,1.00424200
-8.63949374,53.46843000,1.00424200
-8.63693374,44.55702000,1.00424200
-8.63437374,57.90887000,0.98629720
-8.63181374,71.27598000,0.98629720
-8.62925374,75.73167000,1.00424200
-8.62669374,49.01273000,0.98629720
-8.62413374,44.55702000,0.98629720
-8.62157374,53.46843000,0.98629720
-8.61901374,71.27598000,1.00424200
-8.61645374,71.27598000,0.98629720
-8.61389374,53.46843000,0.98629720
-8.61133374,44.55702000,1.00424200
-8.60877374,53.46843000,0.98629720
-8.60621374,71.27598000,1.00424200
-8.60365374,71.27598000,1.00424200
-8.60109374,53.46843000,1.00424200
-8.59853374,40.10132000,1.00424200
-8.59597374,57.90887000,0.98629720
-8.59341374,66.82027000,1.00424200
-8.59085374,75.73167000,1.00424200
-8.58829374,53.46843000,1.00424200
-8.58573374,35.64562000,0.98629720
-8.58317374,57.90887000,1.00424200
-8.58061374,66.82027000,1.00424200
-8.57805374,71.27598000,0.98629720
-8.57549374,44.55702000,1.00424200
-8.57293374,40.10132000,0.98629720
-8.57037374,53.46843000,0.98629720
-8.56781374,66.82027000,1.00424200
-8.56525374,71.27598000,1.00424200
-8.56269374,49.01273000,1.00424200
-8.56013374,44.55702000,1.00424200
-8.55757374,49.01273000,0.98629720
-8.55501374,66.82027000,1.00424200
-8.55245374,66.82027000,0.98629720
-8.54989374,49.01273000,0.98629720
-8.54733374,35.64562000,1.00424200
-8.54477374,53.46843000,0.96835230
-8.54221374,71.27598000,1.00424200
-8.53965374,62.36457000,0.98629720
-8.53709374,40.10132000,1.00424200
-8.53453374,35.64562000,1.00424200
-8.53197374,62.36457000,1.00424200
-8.52941374,71.27598000,0.98629720
-8.52685374,53.46843000,1.00424200
-8.52429374,31.18991000,1.00424200
-8.52173374,40.10132000,0.98629720
-8.51917374,66.82027000,0.98629720
-8.51661374,66.82027000,0.98629720
-8.51405374,40.10132000,0.98629720
-8.51149374,31.18991000,0.98629720
-8.50893374,53.46843000,1.00424200
-8.50637374,71.27598000,1.00424200
-8.50381374,62.36457000,1.00424200
-8.50125374,40.10132000,1.00424200
-8.49869374,35.64562000,1.00424200
-8.49613374,62.36457000,1.00424200
-8.49357374,71.27598000,0.98629720
-8.49101374,49.01273000,1.00424200
-8.48845374,31.18991000,0.98629720
-8.48589374,44.55702000,0.98629720
-8.48333374,62.36457000,1.00424200
-8.48077374,66.82027000,0.98629720
-8.47821374,40.10132000,0.98629720
-8.47565374,31.18991000,0.98629720
-8.47309374,53.46843000,1.00424200
-8.47053374,66.82027000,0.98629720
-8.46797374,57.90887000,0.98629720
-8.46541374,31.18991000,0.98629720
-8.46285374,40.10132000,1.00424200
-8.46029374,53.46843000,1.00424200
-8.45773374,66.82027000,0.98629720
-8.45517374,49.01273000,1.00424200
-8.45261374,31.18991000,0.98629720
-8.45005374,44.55702000,1.00424200
-8.44749374,66.82027000,0.98629720
-8.44493374,66.82027000,1.00424200
-8.44237374,40.10132000,0.98629720
-8.43981374,35.64562000,1.00424200
-8.43725374,49.01273000,1.00424200
-8.43469374,66.82027000,0.98629720
-8.43213374,57.90887000,1.00424200
-8.42957374,31.18991000,0.98629720
-8.42701374,35.64562000,0.98629720
-8.42445374,53.46843000,1.00424200
-8.42189374,71.27598000,1.00424200
-8.41933374,49.01273000,0.98629720
-8.41677374,35.64562000,1.00424200
-8.41421374,40.10132000,0.98629720
-8.41165374,57.90887000,1.00424200
-8.40909374,66.82027000,0.98629720
-8.40653374,44.55702000,0.98629720
-8.40397374,35.64562000,0.98629720
-8.40141374,44.55702000,0.98629720
-8.39885374,62.36457000,0.98629720
-8.39629374,62.36457000,0.98629720
-8.39373374,40.10132000,0.96835230
-8.39117374,35.64562000,0.98629720
-8.38861374,44.55702000,0.98629720
-8.38605374,66.82027000,1.00424200
-8.38349374,57.90887000,0.98629720
-8.38093374,35.64562000,0.98629720
-8.37837374,31.18991000,0.98629720
-8.37581374,49.01273000,0.98629720
-8.37325374,62.36457000,0.98629720
-8.37069374,53.46843000,0.98629720
-8.36813374,35.64562000,0.98629720
-8.36557374,31.18991000,1.00424200
-8.36301374,49.01273000,0.98629720
-8.36045374,62.36457000,0.98629720
-8.35789374,53.46843000,1.00424200
-8.35533374,31.18991000,0.98629720
-8.35277374,35.64562000,1.00424200
-8.35021374,53.46843000,1.00424200
-8.34765374,62.36457000,0.98629720
-8.34509374,53.46843000,0.98629720
-8.34253374,31.18991000,0.98629720
-8.33997374,35.64562000,0.98629720
-8.33741374,49.01273000,0.98629720
-8.33485374,62.36457000,0.98629720
-8.33229374,49.01273000,0.96835230
-8.32973374,31.18991000,0.98629720
-8.32717374,35.64562000,0.98629720
-8.32461374,49.01273000,0.98629720
-8.32205374,66.82027000,1.00424200
-8.31949374,44.55702000,0.98629720
-8.31693374,31.18991000,1.00424200
-8.31437374,31.18991000,0.98629720
-8.31181374,49.01273000,1.00424200
-8.30925374,57.90887000,0.98629720
-8.30669374,44.55702000,0.98629720
-8.30413374,31.18991000,0.98629720
-8.30157374,31.18991000,0.98629720
-8.29901374,53.46843000,0.98629720
-8.29645374,62.36457000,1.00424200
-8.29389374,44.55702000,0.98629720
-8.29133374,26.73421000,0.98629720
-8.28877374,35.64562000,1.00424200
-8.28621374,53.46843000,0.98629720
-8.28365374,57.90887000,0.96835230
-8.28109374,40.10132000,0.98629720
-8.27853374,22.27851000,0.98629720
-8.27597374,35.64562000,0.98629720
-8.27341374,53.46843000,0.98629720
-8.27085374,62.36457000,0.98629720
-8.26829374,31.18991000,0.98629720
-8.26573374,26.73421000,0.98629720
-8.26317374,40.10132000,0.98629720
-8.26061374,53.46843000,0.98629720
-8.25805374,57.90887000,0.98629720
-8.25549374,31.18991000,0.98629720
-8.25293374,31.18991000,0.98629720
-8.25037374,35.64562000,0.98629720
-8.24781374,57.90887000,1.00424200
-8.24525374,53.46843000,0.98629720
-8.24269374,31.18991000,0.98629720
-8.24013374,31.18991000,1.00424200
-8.23757374,40.10132000,0.98629720
-8.23501374,57.90887000,1.00424200
-8.23245374,53.46843000,0.96835230
-8.22989374,26.73421000,0.98629720
-8.22733374,22.27851000,0.98629720
-8.22477374,44.55702000,0.98629720
-8.22221374,53.46843000,0.98629720
-8.21965374,49.01273000,0.98629720
-8.21709374,22.27851000,0.98629720
-8.21453374,22.27851000,0.98629720
-8.21197374,44.55702000,0.98629720
-8.20941374,53.46843000,0.98629720
-8.20685374,53.46843000,0.98629720
-8.20429374,22.27851000,0.98629720
-8.20173374,31.18991000,0.98629720
-8.19917374,49.01273000,1.00424200
-8.19661374,53.46843000,0.98629720
-8.19405374,49.01273000,0.98629720
-8.19149374,17.82281000,0.96835230
-8.18893374,26.73421000,0.98629720
-8.18637374,44.55702000,0.98629720
-8.18381374,53.46843000,0.98629720
-8.18125374,40.10132000,0.98629720
-8.17869374,22.27851000,0.98629720
-8.17613374,31.18991000,0.98629720
-8.17357374,49.01273000,0.98629720
-8.17101374,53.46843000,1.00424200
-8.16845374,35.64562000,0.98629720
-8.16589374,26.73421000,0.98629720
-8.16333374,31.18991000,0.98629720
-8.16077374,53.46843000,0.98629720
-8.15821374,57.90887000,0.98629720
-8.15565374,26.73421000,0.96835230
-8.15309374,26.73421000,0.98629720
-8.15053374,35.64562000,0.98629720
-8.14797374,53.46843000,0.98629720
-8.14541374,53.46843000,0.96835230
-8.14285374,22.27851000,0.98629720
-8.14029374,22.27851000,0.98629720
-8.13773374,40.10132000,1.00424200
-8.13517374,53.46843000,0.98629720
-8.13261374,53.46843000,0.98629720
-8.13005374,22.27851000,0.98629720
-8.12749374,22.27851000,0.98629720
