Time,Channel A,Channel B
(ms),(mV),(V)

-6.29053579,-31.15940000,-1.00351000
-6.28797579,-48.96695000,-1.00351000
-6.28541579,-57.87835000,-1.00351000
-6.28285579,-35.61510000,-0.98556480
-6.28029579,-26.70370000,-1.00351000
-6.27773579,-31.15940000,-1.00351000
-6.27517579,-26.70370000,-1.00351000
-6.27261579,-40.05554000,-1.00351000
-6.27005579,-48.96695000,-1.00351000
-6.26749579,-40.05554000,-1.00351000
-6.26493579,-31.15940000,-1.00351000
-6.26237579,-26.70370000,-1.00351000
-6.25981579,-17.79229000,-1.00351000
-6.25725579,-22.24799000,-1.00351000
-6.25469579,-44.51125000,-1.00351000
-6.25213579,-44.51125000,-1.00351000
-6.24957579,-40.05554000,-1.00351000
-6.24701579,-31.15940000,-1.00351000
-6.24445579,-31.15940000,-1.00351000
-6.24189579,-17.79229000,-1.00351000
-6.23933579,-26.70370000,-1.00351000
-6.23677579,-40.05554000,-1.00351000
-6.23421579,-44.51125000,-0.98556480
-6.23165579,-40.05554000,-1.00351000
-6.22909579,-26.70370000,-1.00351000
-6.22653579,-31.15940000,-1.00351000
-6.22397579,-22.24799000,-1.00351000
-6.22141579,-17.79229000,-0.98556480
-6.21885579,-35.61510000,-1.00351000
-6.21629579,-48.96695000,-1.00351000
-6.21373579,-35.61510000,-1.00351000
-6.21117579,-22.24799000,-0.98556480
-6.20861579,-26.70370000,-1.00351000
-6.20605579,-17.79229000,-1.00351000
-6.20349579,-17.79229000,-1.00351000
-6.20093579,-31.15940000,-1.00351000
-6.19837579,-44.51125000,-1.00351000
-6.19581579,-31.15940000,-0.98556480
-6.19325579,-22.24799000,-0.98556480
-6.19069579,-22.24799000,-1.00351000
-6.18813579,-17.79229000,-1.00351000
-6.18557579,-17.79229000,-1.00351000
-6.18301579,-31.15940000,-0.98556480
-6.18045579,-40.05554000,-1.00351000
-6.17789579,-26.70370000,-0.98556480
-6.17533579,-22.24799000,-1.00351000
-6.17277579,-17.79229000,-1.00351000
-6.17021579,-13.33659000,-1.00351000
-6.16765579,-26.70370000,-1.00351000
-6.16509579,-35.61510000,-1.00351000
-6.16253579,-35.61510000,-1.00351000
-6.15997579,-22.24799000,-1.00351000
-6.15741579,-22.24799000,-1.00351000
-6.15485579,-13.33659000,-1.00351000
-6.15229579,-22.24799000,-1.00351000
-6.14973579,-40.05554000,-1.00351000
-6.14717579,-35.61510000,-1.00351000
-6.14461579,-26.70370000,-1.00351000
-6.14205579,-22.24799000,-0.98556480
-6.13949579,-13.33659000,-1.00351000
-6.13693579,-17.79229000,-1.00351000
-6.13437579,-44.51125000,-1.00351000
-6.13181579,-31.15940000,-1.00351000
-6.12925579,-17.79229000,-1.00351000
-6.12669579,-13.33659000,-1.00351000
-6.12413579,-17.79229000,-1.00351000
-6.12157579,-40.05554000,-0.98556480
-6.11901579,-35.61510000,-1.00351000
-6.11645579,-26.70370000,-1.00351000
-6.11389579,-4.42518400,-1.00351000
-6.11133579,-17.79229000,-1.00351000
-6.10877579,-44.51125000,-1.00351000
-6.10621579,-35.61510000,-1.00351000
-6.10365579,-13.33659000,-1.00351000
-6.10109579,-4.42518400,-0.98556480
-6.09853579,-35.61510000,-1.00351000
-6.09597579,-40.05554000,-1.00351000
-6.09341579,-31.15940000,-1.00351000
-6.09085579,-13.33659000,-0.98556480
-6.08829579,-8.88088600,-1.00351000
-6.08573579,-35.61510000,-1.00351000
-6.08317579,-44.51125000,-0.98556480
-6.08061579,-31.15940000,-1.00351000
-6.07805579,0.03051851,-1.00351000
-6.07549579,-13.33659000,-1.00351000
-6.07293579,-40.05554000,-1.00351000
-6.07037579,-40.05554000,-1.00351000
-6.06781579,-22.24799000,-1.00351000
-6.06525579,-13.33659000,-0.98556480
-6.06269579,-17.79229000,-1.00351000
-6.06013579,-35.61510000,-1.00351000
-6.05757579,-40.05554000,-1.00351000
-6.05501579,-22.24799000,-0.98556480
-6.05245579,-4.42518400,-1.00351000
-6.04989579,-17.79229000,-1.00351000
-6.04733579,-48.96695000,-0.98556480
-6.04477579,-31.15940000,-1.00351000
-6.04221579,-13.33659000,-1.00351000
-6.03965579,-17.79229000,-1.00351000
-6.03709579,-17.79229000,-1.00351000
-6.03453579,-22.24799000,-0.98556480
-6.03197579,-35.61510000,-0.98556480
-6.02941579,-35.61510000,-1.00351000
-6.02685579,-13.33659000,-1.00351000
-6.02429579,-17.79229000,-1.00351000
-6.02173579,-17.79229000,-1.00351000
-6.01917579,-13.33659000,-1.00351000
-6.01661579,-35.61510000,-1.00351000
-6.01405579,-35.61510000,-1.00351000
-6.01149579,-22.24799000,-1.00351000
-6.00893579,-8.88088600,-0.98556480
-6.00637579,-26.70370000,-1.00351000
-6.00381579,-17.79229000,-1.00351000
-6.00125579,-13.33659000,-1.00351000
-5.99869579,-35.61510000,-1.00351000
-5.99613579,-35.61510000,-1.00351000
-5.99357579,-17.79229000,-1.00351000
-5.99101579,-13.33659000,-1.00351000
-5.98845579,-26.70370000,-1.00351000
-5.98589579,-17.79229000,-1.00351000
-5.98333579,-13.33659000,-1.00351000
-5.98077579,-31.15940000,-1.00351000
-5.97821579,-35.61510000,-1.00351000
-5.97565579,-13.33659000,-1.00351000
-5.97309579,-13.33659000,-1.00351000
-5.97053579,-17.79229000,-0.98556480
-5.96797579,-13.33659000,-1.00351000
-5.96541579,-35.61510000,-1.00351000
-5.96285579,-31.15940000,-1.00351000
-5.96029579,-17.79229000,-1.00351000
-5.95773579,-13.33659000,-0.98556480
-5.95517579,-13.33659000,-1.00351000
-5.95261579,-22.24799000,-1.00351000
-5.95005579,-26.70370000,-0.98556480
-5.94749579,-26.70370000,-0.98556480
-5.94493579,-8.88088600,-1.00351000
-5.94237579,0.03051851,-1.00351000
-5.93981579,-22.24799000,-0.98556480
-5.93725579,-40.05554000,-1.00351000
-5.93469579,-17.79229000,-0.98556480
-5.93213579,0.03051851,-0.98556480
-5.92957579,-8.88088600,-1.00351000
-5.92701579,-26.70370000,-1.00351000
-5.92445579,-35.61510000,-1.00351000
-5.92189579,-17.79229000,-1.00351000
-5.91933579,0.03051851,-0.98556480
-5.91677579,-4.42518400,-1.00351000
-5.91421579,-40.05554000,-1.00351000
-5.91165579,-35.61510000,-1.00351000
-5.90909579,-4.42518400,-1.00351000
-5.90653579,0.03051851,-1.00351000
-5.90397579,-13.33659000,-1.00351000
-5.90141579,-35.61510000,-1.00351000
-5.89885579,-22.24799000,-0.98556480
-5.89629579,-8.88088600,-1.00351000
-5.89373579,8.92666400,-1.00351000
-5.89117579,-17.79229000,-1.00351000
-5.88861579,-40.05554000,-1.00351000
-5.88605579,-13.33659000,-1.00351000
-5.88349579,0.03051851,-1.00351000
-5.88093579,0.03051851,-1.00351000
-5.87837579,-26.70370000,-0.98556480
-5.87581579,-26.70370000,-1.00351000
-5.87325579,-17.79229000,-0.98556480
-5.87069579,4.48622100,-1.00351000
-5.86813579,0.03051851,-1.00351000
-5.86557579,-31.15940000,-1.00351000
-5.86301579,-26.70370000,-1.00351000
-5.86045579,-8.88088600,-1.00351000
-5.85789579,-4.42518400,-0.98556480
-5.85533579,0.03051851,-1.00351000
-5.85277579,-13.33659000,-1.00351000
-5.85021579,-31.15940000,-1.00351000
-5.84765579,-22.24799000,-1.00351000
-5.84509579,-4.42518400,-1.00351000
-5.84253579,-4.42518400,-1.00351000
-5.83997579,-4.42518400,-1.00351000
-5.83741579,-17.79229000,-0.98556480
-5.83485579,-26.70370000,-1.00351000
-5.83229579,-17.79229000,-1.00351000
-5.82973579,0.03051851,-1.00351000
-5.82717579,0.03051851,-1.00351000
-5.82461579,-4.42518400,-1.00351000
-5.82205579,-17.79229000,-0.98556480
-5.81949579,-26.70370000,-1.00351000
-5.81693579,-13.33659000,-1.00351000
-5.81437579,-4.42518400,-1.00351000
-5.81181579,0.03051851,-1.00351000
-5.80925579,-4.42518400,-1.00351000
-5.80669579,-17.79229000,-1.00351000
-5.80413579,-22.24799000,-0.98556480
-5.80157579,-17.79229000,-1.00351000
-5.79901579,0.03051851,-1.00351000
-5.79645579,-4.42518400,-1.00351000
-5.79389579,0.03051851,-0.98556480
-5.79133579,-8.88088600,-1.00351000
-5.78877579,-22.24799000,-1.00351000
-5.78621579,-22.24799000,-0.98556480
-5.78365579,-4.42518400,-1.00351000
-5.78109579,-4.42518400,-1.00351000
-5.77853579,-8.88088600,-1.00351000
-5.77597579,4.48622100,-0.98556480
-5.77341579,-8.88088600,-1.00351000
-5.77085579,-31.15940000,-1.00351000
-5.76829579,-17.79229000,-0.98556480
-5.76573579,0.03051851,-0.98556480
-5.76317579,-13.33659000,-1.00351000
-5.76061579,-4.42518400,-0.98556480
-5.75805579,8.92666400,-1.00351000
-5.75549579,-8.88088600,-1.00351000
-5.75293579,-22.24799000,-0.98556480
-5.75037579,-17.79229000,-1.00351000
-5.74781579,-8.88088600,-1.00351000
-5.74525579,-8.88088600,-1.00351000
-5.74269579,-4.42518400,-1.00351000
-5.74013579,4.48622100,-1.00351000
-5.73757579,0.03051851,-1.00351000
-5.73501579,-17.79229000,-0.98556480
-5.73245579,-26.70370000,-1.00351000
-5.72989579,0.03051851,-1.00351000
-5.72733579,-4.42518400,-1.00351000
-5.72477579,-8.88088600,-1.00351000
-5.72221579,4.48622100,-1.00351000
-5.71965579,4.48622100,-1.00351000
-5.71709579,-22.24799000,-1.00351000
-5.71453579,-22.24799000,-0.98556480
-5.71197579,-4.42518400,-1.00351000
-5.70941579,-8.88088600,-1.00351000
-5.70685579,-4.42518400,-1.00351000
-5.70429579,4.48622100,-0.98556480
-5.70173579,4.48622100,-1.00351000
-5.69917579,-17.79229000,-0.98556480
-5.69661579,-22.24799000,-1.00351000
-5.69405579,-4.42518400,-0.98556480
-5.69149579,0.03051851,-0.98556480
-5.68893579,0.03051851,-0.98556480
-5.68637579,0.03051851,-1.00351000
-5.68381579,4.48622100,-1.00351000
-5.68125579,-22.24799000,-1.00351000
-5.67869579,-17.79229000,-1.00351000
-5.67613579,0.03051851,-1.00351000
-5.67357579,-4.42518400,-1.00351000
-5.67101579,0.03051851,-0.98556480
-5.66845579,8.92666400,-0.98556480
-5.66589579,-4.42518400,-1.00351000
-5.66333579,-22.24799000,-0.98556480
-5.66077579,-13.33659000,-0.98556480
-5.65821579,-4.42518400,-1.00351000
-5.65565579,-4.42518400,-1.00351000
-5.65309579,4.48622100,-0.98556480
-5.65053579,4.48622100,-1.00351000
-5.64797579,-8.88088600,-1.00351000
-5.64541579,-22.24799000,-1.00351000
-5.64285579,-13.33659000,-1.00351000
-5.64029579,0.03051851,-0.98556480
-5.63773579,0.03051851,-0.98556480
-5.63517579,0.03051851,-0.98556480
-5.63261579,4.48622100,-1.00351000
-5.63005579,-13.33659000,-1.00351000
-5.62749579,-17.79229000,-1.00351000
-5.62493579,0.03051851,-0.98556480
-5.62237579,-4.42518400,-1.00351000
-5.61981579,0.03051851,-0.98556480
-5.61725579,8.92666400,-1.00351000
-5.61469579,-13.33659000,-1.00351000
-5.61213579,-22.24799000,-1.00351000
-5.60957579,-8.88088600,-1.00351000
-5.60701579,0.03051851,-1.00351000
-5.60445579,-4.42518400,-1.00351000
-5.60189579,8.92666400,-0.98556480
-5.59933579,0.03051851,-1.00351000
-5.59677579,-17.79229000,-0.98556480
-5.59421579,-17.79229000,-1.00351000
-5.59165579,-4.42518400,-0.98556480
-5.58909579,0.03051851,-1.00351000
-5.58653579,0.03051851,-1.00351000
-5.58397579,8.92666400,-0.98556480
-5.58141579,-4.42518400,-1.00351000
-5.57885579,-22.24799000,-0.98556480
-5.57629579,-13.33659000,-0.98556480
-5.57373579,0.03051851,-1.00351000
-5.57117579,-4.42518400,-1.00351000
-5.56861579,4.48622100,-0.98556480
-5.56605579,4.48622100,-0.98556480
-5.56349579,-22.24799000,-1.00351000
-5.56093579,-17.79229000,-0.98556480
-5.55837579,-4.42518400,-1.00351000
-5.55581579,0.03051851,-1.00351000
-5.55325579,0.03051851,-0.98556480
-5.55069579,8.92666400,-1.00351000
-5.54813579,-4.42518400,-1.00351000
-5.54557579,-17.79229000,-1.00351000
-5.54301579,-13.33659000,-0.98556480
-5.54045579,-4.42518400,-0.98556480
-5.53789579,4.48622100,-0.98556480
-5.53533580,0.03051851,-1.00351000
-5.53277580,8.92666400,-1.00351000
-5.53021580,-4.42518400,-1.00351000
-5.52765580,-17.79229000,-1.00351000
-5.52509580,-8.88088600,-1.00351000
-5.52253580,0.03051851,-1.00351000
-5.51997580,0.03051851,-1.00351000
-5.51741580,4.48622100,-1.00351000
-5.51485580,8.92666400,-1.00351000
-5.51229580,-13.33659000,-0.98556480
-5.50973580,-17.79229000,-0.98556480
-5.50717580,-4.42518400,-0.98556480
-5.50461580,4.48622100,-1.00351000
-5.50205580,0.03051851,-0.98556480
-5.49949580,4.48622100,-1.00351000
-5.49693580,13.36711000,-0.98556480
-5.49437580,-13.33659000,-1.00351000
-5.49181580,-17.79229000,-0.98556480
-5.48925580,-4.42518400,-0.98556480
-5.48669580,4.48622100,-0.98556480
-5.48413580,0.03051851,-1.00351000
-5.48157580,13.36711000,-1.00351000
-5.47901580,0.03051851,-1.00351000
-5.47645580,-17.79229000,-1.00351000
-5.47389580,-8.88088600,-0.98556480
-5.47133580,0.03051851,-0.98556480
-5.46877580,4.48622100,-1.00351000
-5.46621580,4.48622100,-0.98556480
-5.46365580,8.92666400,-0.98556480
-5.46109580,-8.88088600,-1.00351000
-5.45853580,-17.79229000,-1.00351000
-5.45597580,-4.42518400,-1.00351000
-5.45341580,4.48622100,-1.00351000
-5.45085580,8.92666400,-0.98556480
-5.44829580,17.82281000,-0.96768090
-5.44573580,-4.42518400,-1.00351000
-5.44317580,-17.79229000,-0.98556480
-5.44061580,0.03051851,-1.00351000
-5.43805580,0.03051851,-1.00351000
-5.43549580,4.48622100,-0.98556480
-5.43293580,13.36711000,-0.98556480
-5.43037580,-8.88088600,-0.98556480
-5.42781580,-13.33659000,-0.98556480
-5.42525580,-4.42518400,-0.98556480
-5.42269580,4.48622100,-0.98556480
-5.42013580,13.36711000,-0.98556480
-5.41757580,4.48622100,-0.98556480
-5.41501580,-13.33659000,-0.98556480
-5.41245580,-13.33659000,-0.98556480
-5.40989580,0.03051851,-0.98556480
-5.40733580,13.36711000,-0.98556480
-5.40477580,13.36711000,-1.00351000
-5.40221580,-17.79229000,-0.98556480
-5.39965580,-13.33659000,-0.98556480
-5.39709580,0.03051851,-1.00351000
-5.39453580,13.36711000,-0.98556480
-5.39197580,8.92666400,-0.98556480
-5.38941580,-17.79229000,-1.00351000
-5.38685580,-13.33659000,-1.00351000
-5.38429580,0.03051851,-0.98556480
-5.38173580,17.82281000,-0.98556480
-5.37917580,4.48622100,-1.00351000
-5.37661580,-17.79229000,-0.98556480
-5.37405580,-13.33659000,-1.00351000
-5.37149580,0.03051851,-0.98556480
-5.36893580,17.82281000,-0.98556480
-5.36637580,4.48622100,-0.98556480
-5.36381580,-17.79229000,-0.98556480
-5.36125580,-13.33659000,-0.98556480
-5.35869580,4.48622100,-0.98556480
-5.35613580,13.36711000,-1.00351000
-5.35357580,4.48622100,-1.00351000
-5.35101580,-17.79229000,-0.98556480
-5.34845580,-13.33659000,-1.00351000
-5.34589580,13.36711000,-1.00351000
-5.34333580,13.36711000,-0.98556480
-5.34077580,0.03051851,-1.00351000
-5.33821580,-22.24799000,-0.98556480
-5.33565580,-4.42518400,-0.96768090
-5.33309580,13.36711000,-0.98556480
-5.33053580,17.82281000,-1.00351000
-5.32797580,-8.88088600,-0.98556480
-5.32541580,-22.24799000,-0.98556480
-5.32285580,0.03051851,-0.98556480
-5.32029580,17.82281000,-0.98556480
-5.31773580,13.36711000,-0.98556480
-5.31517580,-17.79229000,-1.00351000
-5.31261580,-17.79229000,-1.00351000
-5.31005580,-4.42518400,-0.98556480
-5.30749580,17.82281000,-0.98556480
-5.30493580,4.48622100,-1.00351000
-5.30237580,-17.79229000,-1.00351000
-5.29981580,-13.33659000,-0.98556480
-5.29725580,0.03051851,-1.00351000
-5.29469580,17.82281000,-0.98556480
-5.29213580,0.03051851,-0.98556480
-5.28957580,-17.79229000,-0.98556480
-5.28701580,-13.33659000,-0.98556480
-5.28445580,4.48622100,-0.98556480
-5.28189580,22.27851000,-0.98556480
-5.27933580,-4.42518400,-1.00351000
-5.27677580,-17.79229000,-0.98556480
-5.27421580,-4.42518400,-0.98556480
-5.27165580,13.36711000,-0.98556480
-5.26909580,17.82281000,-0.98556480
-5.26653580,-4.42518400,-0.98556480
-5.26397580,-17.79229000,-0.98556480
-5.26141580,-8.88088600,-1.00351000
-5.25885580,4.48622100,-0.98556480
-5.25629580,17.82281000,-0.98556480
-5.25373580,0.03051851,-0.98556480
-5.25117580,-17.79229000,-1.00351000
-5.24861580,-8.88088600,-0.98556480
-5.24605580,0.03051851,-0.98556480
-5.24349580,13.36711000,-1.00351000
-5.24093580,13.36711000,-1.00351000
-5.23837580,-4.42518400,-0.98556480
-5.23581580,-13.33659000,-0.98556480
-5.23325580,-4.42518400,-0.98556480
-5.23069580,8.92666400,-0.98556480
-5.22813580,8.92666400,-0.98556480
-5.22557580,8.92666400,-1.00351000
-5.22301580,-8.88088600,-0.98556480
-5.22045580,-17.79229000,-1.00351000
-5.21789580,4.48622100,-0.98556480
-5.21533580,0.03051851,-0.98556480
-5.21277580,13.36711000,-1.00351000
-5.21021580,13.36711000,-0.98556480
-5.20765580,0.03051851,-0.98556480
-5.20509580,-17.79229000,-0.98556480
-5.20253580,-4.42518400,-0.98556480
-5.19997580,4.48622100,-0.98556480
-5.19741580,4.48622100,-1.00351000
-5.19485580,13.36711000,-0.98556480
-5.19229580,13.36711000,-0.98556480
-5.18973580,-4.42518400,-0.98556480
-5.18717580,-13.33659000,-0.98556480
-5.18461580,0.03051851,-0.98556480
-5.18205580,4.48622100,-0.98556480
-5.17949580,0.03051851,-0.98556480
-5.17693580,8.92666400,-1.00351000
-5.17437580,17.82281000,-0.98556480
-5.17181580,0.03051851,-0.98556480
-5.16925580,-17.79229000,-1.00351000
-5.16669580,-4.42518400,-0.98556480
-5.16413580,4.48622100,-0.98556480
-5.16157580,4.48622100,-0.98556480
-5.15901580,0.03051851,-0.98556480
-5.15645580,17.82281000,-1.00351000
-5.15389580,13.36711000,-0.98556480
-5.15133580,-13.33659000,-1.00351000
-5.14877580,-13.33659000,-0.98556480
-5.14621580,0.03051851,-0.98556480
-5.14365580,13.36711000,-0.98556480
-5.14109580,-4.42518400,-0.98556480
-5.13853580,13.36711000,-0.98556480
-5.13597580,17.82281000,-0.98556480
-5.13341580,0.03051851,-0.98556480
-5.13085580,-13.33659000,-0.98556480
-5.12829580,-4.42518400,-0.98556480
-5.12573580,13.36711000,-1.00351000
-5.12317580,0.03051851,-0.98556480
-5.12061580,4.48622100,-0.98556480
-5.11805580,17.82281000,-0.98556480
-5.11549580,8.92666400,-0.98556480
-5.11293580,-8.88088600,-0.98556480
-5.11037580,-13.33659000,-0.98556480
-5.10781580,8.92666400,-0.98556480
-5.10525580,4.48622100,-0.98556480
-5.10269580,4.48622100,-0.98556480
-5.10013580,17.82281000,-0.98556480
-5.09757580,13.36711000,-0.98556480
-5.09501580,-8.88088600,-0.98556480
-5.09245580,-8.88088600,-0.98556480
-5.08989580,8.92666400,-0.98556480
-5.08733580,4.48622100,-0.98556480
-5.08477580,8.92666400,-0.96768090
-5.08221580,13.36711000,-0.98556480
-5.07965580,4.48622100,-0.98556480
-5.07709580,-13.33659000,-0.98556480
-5.07453580,-4.42518400,-0.98556480
-5.07197580,4.48622100,-0.98556480
-5.06941580,0.03051851,-0.98556480
-5.06685580,13.36711000,-1.00351000
-5.06429580,13.36711000,-0.98556480
-5.06173580,0.03051851,-0.98556480
-5.05917580,-13.33659000,-0.98556480
-5.05661580,-4.42518400,-0.98556480
-5.05405580,8.92666400,-0.98556480
-5.05149580,4.48622100,-0.98556480
-5.04893580,17.82281000,-0.98556480
-5.04637580,13.36711000,-1.00351000
-5.04381580,-4.42518400,-0.98556480
-5.04125580,-13.33659000,-0.98556480
-5.03869580,4.48622100,-0.98556480
-5.03613580,8.92666400,-1.00351000
-5.03357580,8.92666400,-0.98556480
-5.03101580,13.36711000,-0.98556480
-5.02845580,4.48622100,-1.00351000
-5.02589580,-8.88088600,-0.98556480
-5.02333580,-4.42518400,-0.98556480
-5.02077580,8.92666400,-0.98556480
-5.01821580,8.92666400,-0.98556480
-5.01565580,13.36711000,-0.98556480
-5.01309580,8.92666400,-0.98556480
-5.01053580,-8.88088600,-0.98556480
-5.00797580,-8.88088600,-0.98556480
-5.00541580,4.48622100,-1.00351000
-5.00285580,13.36711000,-0.98556480
-5.00029580,40.10132000,0.35883660
-4.99773580,66.82027000,0.96835230
-4.99517580,71.27598000,0.98629720
-4.99261580,102.46590000,1.00424200
-4.99005580,142.55200000,1.00424200
-4.98749580,164.81520000,1.00424200
-4.98493580,191.54940000,0.98629720
-4.98237580,196.00510000,1.00424200
-4.97981580,200.44560000,1.00424200
-4.97725580,213.81270000,1.00424200
-4.97469580,245.00260000,1.00424200
-4.97213580,258.35440000,1.00424200
-4.96957580,271.72150000,1.00424200
-4.96701580,276.17720000,1.00424200
-4.96445580,267.26580000,1.00424200
-4.96189580,280.63290000,1.00424200
-4.95933580,294.00000000,1.00424200
-4.95677580,307.35190000,1.00424200
-4.95421580,316.26330000,1.00424200
-4.95165580,316.26330000,1.00424200
-4.94909580,298.44050000,1.00424200
-4.94653580,307.35190000,1.00424200
-4.94397580,325.17470000,1.00424200
-4.94141580,334.08610000,1.00424200
-4.93885580,342.98220000,1.00424200
-4.93629580,329.63040000,1.00424200
-4.93373580,316.26330000,1.00424200
-4.93117580,320.71900000,1.00424200
-4.92861580,338.54180000,1.00424200
-4.92605580,338.54180000,1.00424200
-4.92349580,347.43800000,1.00424200
-4.92093580,342.98220000,1.00424200
-4.91837580,320.71900000,1.00424200
-4.91581580,325.17470000,1.00424200
-4.91325580,338.54180000,1.00424200
-4.91069580,342.98220000,1.00424200
-4.90813580,347.43800000,1.00424200
-4.90557580,347.43800000,1.00424200
-4.90301580,325.17470000,1.00424200
-4.90045580,325.17470000,1.00424200
-4.89789580,334.08610000,1.00424200
-4.89533580,338.54180000,1.00424200
-4.89277580,342.98220000,1.00424200
-4.89021580,342.98220000,1.00424200
-4.88765580,325.17470000,1.00424200
-4.88509580,311.80760000,1.00424200
-4.88253580,325.17470000,1.00424200
-4.87997580,329.63040000,1.00424200
-4.87741580,338.54180000,1.00424200
-4.87485580,338.54180000,1.00424200
-4.87229580,325.17470000,1.00424200
-4.86973580,307.35190000,1.00424200
-4.86717580,316.26330000,1.00424200
-4.86461580,329.63040000,1.00424200
-4.86205580,325.17470000,1.00424200
-4.85949580,329.63040000,1.00424200
-4.85693580,325.17470000,1.00424200
-4.85437580,302.89620000,1.00424200
-4.85181580,302.89620000,1.00424200
-4.84925580,316.26330000,1.00424200
-4.84669580,316.26330000,1.00424200
-4.84413580,316.26330000,1.00424200
-4.84157580,325.17470000,1.00424200
-4.83901580,302.89620000,1.00424200
-4.83645580,289.54430000,1.00424200
-4.83389580,302.89620000,1.00424200
-4.83133580,302.89620000,1.00424200
-4.82877580,307.35190000,1.00424200
-4.82621580,311.80760000,1.00424200
-4.82365580,307.35190000,1.00424200
-4.82109580,285.08870000,1.00424200
-4.81853580,285.08870000,1.00424200
-4.81597580,294.00000000,1.00424200
-4.81341580,302.89620000,1.00424200
-4.81085580,302.89620000,1.00424200
-4.80829580,302.89620000,1.00424200
-4.80573580,289.54430000,1.00424200
-4.80317580,271.72150000,1.00424200
-4.80061580,285.08870000,1.00424200
-4.79805580,289.54430000,1.00424200
-4.79549580,289.54430000,1.00424200
-4.79293580,294.00000000,1.00424200
-4.79037580,298.44050000,1.00424200
-4.78781580,271.72150000,1.00424200
-4.78525580,267.26580000,1.00424200
-4.78269580,276.17720000,1.00424200
-4.78013580,285.08870000,1.00424200
-4.77757580,280.63290000,1.00424200
-4.77501580,285.08870000,1.00424200
-4.77245580,280.63290000,1.00424200
-4.76989580,262.81010000,1.00424200
-4.76733580,258.35440000,1.00424200
-4.76477580,271.72150000,1.00424200
-4.76221580,271.72150000,1.00424200
-4.75965580,271.72150000,1.00424200
-4.75709580,276.17720000,1.00424200
-4.75453580,271.72150000,1.00424200
-4.75197580,249.44300000,1.00424200
-4.74941580,253.89870000,1.00424200
-4.74685580,262.81010000,1.00424200
-4.74429580,262.81010000,1.00424200
-4.74173580,267.26580000,1.00424200
-4.73917580,267.26580000,1.00424200
-4.73661580,258.35440000,1.00424200
-4.73405580,236.09120000,1.00424200
-4.73149580,249.44300000,1.00424200
-4.72893580,258.35440000,1.00424200
-4.72637580,253.89870000,1.00424200
-4.72381580,262.81010000,1.00424200
-4.72125580,262.81010000,1.00424200
-4.71869580,240.54690000,1.00424200
-4.71613580,231.63550000,1.00424200
-4.71357580,245.00260000,1.00424200
-4.71101580,249.44300000,1.00424200
-4.70845580,249.44300000,1.00424200
-4.70589580,253.89870000,1.00424200
-4.70333580,249.44300000,1.00424200
-4.70077580,231.63550000,1.00424200
-4.69821580,227.17980000,1.00424200
-4.69565580,245.00260000,1.00424200
-4.69309580,240.54690000,1.00424200
-4.69053580,249.44300000,1.00424200
-4.68797580,249.44300000,1.00424200
-4.68541580,231.63550000,1.00424200
-4.68285580,213.81270000,1.00424200
-4.68029580,227.17980000,1.00424200
-4.67773580,236.09120000,1.00424200
-4.67517580,231.63550000,1.00424200
-4.67261580,240.54690000,1.00424200
-4.67005580,236.09120000,1.00424200
-4.66749580,218.26840000,1.00424200
-4.66493580,209.35700000,1.00424200
-4.66237580,227.17980000,1.00424200
-4.65981580,231.63550000,1.00424200
-4.65725580,222.72410000,1.00424200
-4.65469580,236.09120000,1.00424200
-4.65213580,222.72410000,1.00424200
-4.64957580,209.35700000,1.00424200
-4.64701580,204.90130000,1.00424200
-4.64445580,222.72410000,1.00424200
-4.64189580,218.26840000,1.00424200
-4.63933580,231.63550000,1.00424200
-4.63677580,227.17980000,1.00424200
-4.63421580,200.44560000,1.00424200
-4.63165580,200.44560000,1.00424200
-4.62909580,209.35700000,1.00424200
-4.62653580,218.26840000,1.00424200
-4.62397580,218.26840000,1.00424200
-4.62141580,222.72410000,1.00424200
-4.61885580,204.90130000,1.00424200
-4.61629580,191.54940000,1.00424200
-4.61373580,200.44560000,1.00424200
-4.61117580,204.90130000,1.00424200
-4.60861580,209.35700000,1.00424200
-4.60605580,213.81270000,1.00424200
-4.60349580,204.90130000,1.00424200
-4.60093580,182.63800000,1.00424200
-4.59837580,191.54940000,1.00424200
-4.59581580,200.44560000,1.00424200
-4.59325580,200.44560000,1.00424200
-4.59069580,209.35700000,1.00424200
-4.58813580,200.44560000,1.00424200
-4.58557580,187.09370000,1.00424200
-4.58301580,178.18230000,1.00424200
-4.58045580,196.00510000,1.00424200
-4.57789580,196.00510000,1.00424200
-4.57533580,200.44560000,1.00424200
-4.57277580,200.44560000,1.00424200
-4.57021580,182.63800000,1.00424200
-4.56765580,173.72660000,1.00424200
-4.56509580,182.63800000,1.00424200
-4.56253580,191.54940000,1.00424200
-4.55997580,191.54940000,1.00424200
-4.55741580,196.00510000,1.00424200
-4.55485580,178.18230000,1.00424200
-4.55229580,169.27090000,1.00424200
-4.54973580,178.18230000,1.00424200
-4.54717580,187.09370000,1.00424200
-4.54461580,191.54940000,1.00424200
-4.54205580,196.00510000,1.00424200
-4.53949580,173.72660000,1.00424200
-4.53693580,160.35950000,1.00424200
-4.53437580,173.72660000,1.00424200
-4.53181580,182.63800000,1.00424200
-4.52925580,182.63800000,1.00424200
-4.52669580,191.54940000,1.00424200
-4.52413580,169.27090000,1.00424200
-4.52157580,160.35950000,1.00424200
