Time,Channel A,Channel B,,,,,,,,,,,,
(ms),(V),(mV),,,,,,,,,,,,
,,,,,,,,,,,,,,
-1.00056815,-1.003876,-11.09348,-0.01109348,,,,,,,,,,,
-1.00024815,-0.7879879,-11.09348,-0.01109348,,,,,,,,,,,
-0.99992815,-0.3202612,-6.622516,-0.006622516,,,,,,,,,,,
-0.99960815,0.07550279,-2.136296,-0.002136296,,,,,,,,,,,
-0.99928815,0.3632923,6.805627,0.006805627,,,,,,,,,,,
-0.99896815,0.5611743,11.27659,0.01127659,,,,,,,,,,,
-0.99864815,0.6870937,15.74755,0.01574755,,,,,,,,,,,
-0.99832815,0.7770013,15.74755,0.01574755,,,,,,,,,,,
-0.99800815,0.8669698,20.23377,0.02023377,,,,,,,,,,,
-0.99768815,0.9029816,24.70473,0.02470473,,,,,,,,,,,
-0.99736815,0.9389325,24.70473,0.02470473,,,,,,,,,,,
-0.99704815,0.9569384,33.66191,0.03366191,,,,,,,,,,,
-0.99672815,0.9748833,33.66191,0.03366191,,,,,,,,,,,
-0.99640815,0.9928892,38.13287,0.03813287,,,,,,,,,,,
-0.99608815,0.9928892,42.61909,0.04261909,,,,,,,,,,,
-0.99576815,0.9928892,42.61909,0.04261909,,,,,,,,,,,
-0.99544815,0.9928892,47.09006,0.04709006,,,,,,,,,,,
-0.99512815,0.9928892,51.57628,0.05157628,,,,,,,,,,,
-0.99480815,0.9928892,51.57628,0.05157628,,,,,,,,,,,
-0.99448815,0.9928892,56.04724,0.05604724,,,,,,,,,,,
-0.99416815,0.9928892,60.5182,0.0605182,,,,,,,,,,,
-0.99384815,0.9928892,60.5182,0.0605182,,,,,,,,,,,
-0.99352815,0.9928892,65.00442,0.06500442,,,,,,,,,,,
-0.99320815,0.9928892,65.00442,0.06500442,,,,,,,,,,,
-0.99288815,0.9928892,73.9616,0.0739616,,,,,,,,,,,
-0.99256815,0.9928892,73.9616,0.0739616,,,,,,,,,,,
-0.99224815,0.9928892,73.9616,0.0739616,,,,,,,,,,,
-0.99192815,0.9928892,78.43256,0.07843256,,,,,,,,,,,
-0.99160815,0.9928892,82.90353,0.08290353,,,,,,,,,,,
-0.99128815,0.9928892,82.90353,0.08290353,,,,,,,,,,,
-0.99096815,0.9928892,87.38975,0.08738975,,,,,,,,,,,
-0.99064815,0.9928892,91.8607,0.0918607,,,,,,,,,,,
-0.99032815,0.9928892,91.8607,0.0918607,,,,,,,,,,,
-0.99000815,0.9928892,91.8607,0.0918607,,,,,,,,,,,
-0.98968815,0.9928892,96.34693,0.09634693,,,,,,,,,,,
-0.98936815,0.9928892,96.34693,0.09634693,,,,,,,,,,,
-0.98904815,0.9928892,100.8179,0.1008179,,,,,,,,,,,
-0.98872815,0.9928892,105.2888,0.1052888,,,,,,,,,,,
-0.98840815,0.9928892,105.2888,0.1052888,,,,,,,,,,,
-0.98808815,0.9928892,105.2888,0.1052888,,,,,,,,,,,
-0.98776815,0.9928892,105.2888,0.1052888,,,,,,,,,,,
-0.98744815,0.9928892,109.7751,0.1097751,,,,,,,,,,,
-0.98712815,0.9928892,114.246,0.114246,,,,,,,,,,,
-0.98680815,0.9928892,114.246,0.114246,,,,,,,,,,,
-0.98648815,0.9928892,118.7323,0.1187323,,,,,,,,,,,
-0.98616815,0.9928892,118.7323,0.1187323,,,,,,,,,,,
-0.98584815,0.9928892,123.2032,0.1232032,,,,,,,,,,,
-0.98552815,0.9928892,123.2032,0.1232032,,,,,,,,,,,
-0.98520815,0.9928892,127.6742,0.1276742,,,,,,,,,,,
-0.98488815,0.9928892,127.6742,0.1276742,,,,,,,,,,,
-0.98456815,0.9928892,127.6742,0.1276742,,,,,,,,,,,
-0.98424815,0.9928892,132.1604,0.1321604,,,,,,,,,,,
-0.98392815,0.9928892,132.1604,0.1321604,,,,,,,,,,,
-0.98360815,0.9928892,136.6314,0.1366314,,,,,,,,,,,
-0.98328815,0.9928892,136.6314,0.1366314,,,,,,,,,,,
-0.98296815,0.9928892,136.6314,0.1366314,,,,,,,,,,,
-0.98264815,0.9928892,141.1176,0.1411176,,,,,,,,,,,
-0.98232815,0.9928892,141.1176,0.1411176,,,,,,,,,,,
-0.98200815,0.9928892,141.1176,0.1411176,,,,,,,,,,,
-0.98168815,0.9928892,145.5885,0.1455885,,,,,,,,,,,
-0.98136815,0.9928892,145.5885,0.1455885,,,,,,,,,,,
-0.98104815,0.9928892,145.5885,0.1455885,,,,,,,,,,,
-0.98072815,0.9928892,150.0748,0.1500748,,,,,,,,,,,
-0.98040815,0.9928892,150.0748,0.1500748,,,,,,,,,,,
-0.98008815,0.9928892,150.0748,0.1500748,,,,,,,,,,,
-0.97976815,0.9928892,154.5457,0.1545457,,,,,,,,,,,
-0.97944815,0.9928892,154.5457,0.1545457,,,,,,,,,,,
-0.97912815,0.9928892,154.5457,0.1545457,,,,,,,,,,,
-0.97880815,0.9928892,159.0167,0.1590167,,,,,,,,,,,
-0.97848815,0.9928892,159.0167,0.1590167,,,,,,,,,,,
-0.97816815,0.9928892,159.0167,0.1590167,,,,,,,,,,,
-0.97784815,0.9928892,163.5029,0.1635029,,,,,,,,,,,
-0.97752815,0.9928892,163.5029,0.1635029,,,,,,,,,,,
-0.97720815,0.9928892,163.5029,0.1635029,,,,,,,,,,,
-0.97688815,0.9928892,163.5029,0.1635029,,,,,,,,,,,
-0.97656815,0.9928892,163.5029,0.1635029,,,,,,,,,,,
-0.97624815,0.9928892,167.9739,0.1679739,,,,,,,,,,,
-0.97592815,0.9928892,167.9739,0.1679739,,,,,,,,,,,
-0.97560815,0.9928892,167.9739,0.1679739,,,,,,,,,,,
-0.97528815,0.9928892,172.4601,0.1724601,,,,,,,,,,,
-0.97496815,0.9928892,172.4601,0.1724601,,,,,,,,,,,
-0.97464815,0.9928892,172.4601,0.1724601,,,,,,,,,,,
-0.97432815,0.9928892,172.4601,0.1724601,,,,,,,,,,,
-0.97400815,0.9928892,172.4601,0.1724601,,,,,,,,,,,
-0.97368815,0.9928892,176.931,0.176931,,,,,,,,,,,
-0.97336815,0.9928892,176.931,0.176931,,,,,,,,,,,
-0.97304815,0.9928892,176.931,0.176931,,,,,,,,,,,
-0.97272815,0.9928892,176.931,0.176931,,,,,,,,,,,
-0.97240815,0.9928892,176.931,0.176931,,,,,,,,,,,
-0.97208815,0.9928892,181.402,0.181402,,,,,,,,,,,
-0.97176815,0.9928892,181.402,0.181402,,,,,,,,,,,
-0.97144815,0.9928892,181.402,0.181402,,,,,,,,,,,
-0.97112815,0.9928892,185.8882,0.1858882,,,,,,,,,,,
-0.97080815,1.010895,185.8882,0.1858882,,,,,,,,,,,
-0.97048815,0.9928892,185.8882,0.1858882,,,,,,,,,,,
-0.97016815,0.9928892,185.8882,0.1858882,,,,,,,,,,,
-0.96984815,0.9928892,185.8882,0.1858882,,,,,,,,,,,
